t;Demand;Demand sorted;PV output;PV output sorted;imports;imports sorted
3247;7274,508288962693;8086,760342266681;3319,7982356461903;2485,493864098847;2595,284632634223;2446,302084811373
3248;7678,877002909595;8086,525571997264;5796,916668133988;2483,2099328232352;2627,4798971993723;2446,0663740253904
3249;8284,77088393919;8086,512965698222;7624,755327405546;2482,219393476481;2627,4798971993723;2444,1283756742355
3250;8675,782139728444;8085,65901443037;8866,580410876395;2478,8382059817;2627,4798971993723;2442,958624005031
3251;8860,754742744575;8085,22405445528;9455,90376129139;2478,608697918502;2627,4798971993723;2442,5910681767605
3252;8858,038930518924;8085,120313768285;9378,678689176222;2478,041369971494;2627,4798971993723;2439,9582073930796
3253;8659,753299887685;8085,046040296676;8660,773247066389;2473,499136041063;2627,4798971993723;2439,8804402008077
3254;8780,317741813458;8084,486992420129;7334,167517781289;2463,699024891847;2627,4798971993723;2437,2329973140836
3255;8913,52369325621;8084,108205230041;5319,388874605039;2463,388740607969;2627,4798971993723;2434,6300254689604
3256;8875,932083848167;8083,987264292472;3103,4348637398316;2457,9343013210246;2627,4798971993723;2431,3803413634023
3257;8845,928193449368;8083,633362374337;1108,2558568615777;2456,1986396919874;2627,4798971993723;2431,1992989518067
3258;8736,57389007899;8083,480514072794;0,0;2448,191331692522;2169,6490389787637;2430,9362141660076
3259;8505,23045437319;8083,200267094088;0,0;2441,0803204225003;2124,375139082731;2428,665027789358
3260;8484,442987439874;8082,8384428284;0,0;2438,8817187337922;1624,3751390827313;2427,2698975793205
3261;8472,637823349201;8082,577324978591;0,0;2437,998134903118;1124,3751390827313;2427,2375355685726
3262;8384,760983255941;8082,47015723238;0,0;2432,10577567537;624,3751390827313;2425,778161473002
3263;8063,123592352261;8082,040791349721;0,0;2432,071461825267;124,37513908273127;2424,7368207661434
3264;7730,334310545026;8081,835377496144;0,0;2424,794738781298;0,0;2423,6533813076258
3265;7349,078974915281;8081,57124643728;0,0;2421,1791740619974;0,0;2422,776002252057
3266;7103,791090060564;8081,280334437889;0,0;2419,9325155992365;0,0;2422,081811959724
3267;6915,945894182905;8080,419023218438;0,0;2417,7939425381587;401,6381721734401;2421,5736054058198
3268;6714,222036349509;8080,21275500138;0,0;2415,2484698752332;901,6381721734401;2421,5175955600844
3269;6609,866366682443;8080,134038850913;0,0;2413,3576962441275;1401,6381721734401;2421,514100389696
3270;6741,125274539782;8080,044549828564;1057,2474989756772;2412,3765165757504;1901,6381721734401;2421,3008356394394
3271;7155,42489068018;8079,967812564944;3072,0923887833264;2410,2589534340036;2401,63817217344;2415,2479832998233
3272;7579,451028626516;8078,622217797679;5347,5693774129095;2410,008809915315;2627,4798971993723;2412,112118442258
3273;8165,158392017226;8078,3972371421405;7126,334601050672;2408,288717849222;2627,4798971993723;2410,814993025288
3274;8459,966888395857;8077,441861482758;8334,253494469018;2406,7590696335164;2627,4798971993723;2410,683960646614
3275;8597,239358101497;8077,249100567741;8934,617727716884;2404,376313107206;2627,4798971993723;2410,4755809814656
3276;8666,04759605811;8077,158078367116;8816,08892153435;2403,4051517860144;2627,4798971993723;2409,191568054238
3277;8580,998861095362;8076,959001427486;8126,852921118129;2395,1992859505685;2627,4798971993723;2407,3950056502117
3278;8680,11600566483;8076,924080188147;6840,083323663166;2392,831958741411;2627,4798971993723;2406,0472549087467
3279;8760,792821822552;8076,198511606744;5196,47984364784;2383,400252565791;2627,4798971993723;2402,9105640187113
3280;8757,782011846402;8074,490914194387;3055,655476840809;2379,971817528326;2627,4798971993723;2401,63817217344
3281;8751,877154872043;8074,097671994625;1118,68412017324;2375,550752344494;2627,4798971993723;2400,649821004099
3282;8588,011615286525;8073,958689929235;0,0;2375,213093706394;2169,6490389787637;2400,0674646483935
3283;8327,918280168018;8073,782472292366;0,0;2375,0079948341904;2169,6490389787637;2397,6490180554224
3284;8296,132481481533;8073,438567662729;0,0;2372,765249059587;1681,2488432982068;2392,4295986097904
3285;8213,567775121519;8073,431394248163;0,0;2372,361685667136;1181,2488432982068;2391,8058339542767
3286;8109,487266538281;8072,953386035485;0,0;2364,933568828403;681,2488432982069;2391,7470025224075
3287;7819,448008275659;8072,765252652443;0,0;2363,8354384864933;181,2488432982069;2391,521498343924
3288;7566,428540669196;8072,545664020098;0,0;2361,533292402562;0,0;2390,5607011271186
3289;7246,781453627763;8072,447525191192;0,0;2361,1512041252263;0,0;2388,956128894631
3290;6996,7334758319275;8071,947822803744;0,0;2361,076260821097;0,0;2388,0743479988305
3291;6829,082065505722;8071,885686416431;0,0;2357,285298659459;316,81427708439423;2384,981836084334
3292;6730,016250343703;8071,762618184783;0,0;2351,626417437772;816,8142770843942;2384,243432432193
3293;6682,858603679511;8070,1019874884305;0,0;2350,5450264226924;1316,8142770843942;2382,703181557622
3294;6724,91488126166;8070,091443991518;1009,2544509667499;2346,9457331642084;1816,8142770843942;2382,6175139785787
3295;6844,087455110826;8069,656334749615;2963,5885993660445;2336,7090560333513;2316,8142770843942;2381,507364153741
3296;7054,464561157825;8069,583051110923;5122,386181586312;2332,2554487659468;2627,4798971993723;2379,644621011811
3297;7530,534419761793;8069,220870266571;6796,902854107367;2327,4929115419986;2627,4798971993723;2378,8854061819357
3298;7895,033986090895;8069,008259099791;7948,582081206327;2327,238858830066;2627,4798971993723;2376,584292892467
3299;8101,597490181775;8068,354383823684;8483,692971489672;2318,5898497207386;2627,4798971993723;2374,708849678417
3300;8160,620679664256;8067,319994848594;8358,972213934947;2317,1037936590637;2627,4798971993723;2370,7625953294664
3301;8034,632436977853;8066,923157687869;7579,1266958781725;2311,436110970247;2627,4798971993723;2368,8497973777294
3302;7957,270069737521;8066,555494119824;6212,005971268339;2306,8959506510864;2627,4798971993723;2368,314954233182
3303;7916,415652933869;8065,637633872097;4942,155721920804;2297,370181667529;2627,4798971993723;2367,8272031052647
3304;7888,330832259858;8065,624971128759;2872,427878849513;2288,1469080733827;2627,4798971993723;2367,447019710152
3305;7841,222527580566;8065,5515246543855;1016,1445190731276;2282,896994323973;2627,4798971993723;2367,081358186676
3306;7766,227757193382;8065,326814799046;0,0;2281,1501296698652;2169,6490389787637;2366,626466006914
3307;7739,041833030375;8065,1780460352775;0,0;2277,603408381267;2169,6490389787637;2365,8779838726614
3308;7855,052551464381;8065,163964390842;0,0;2268,5683351794023;1792,739017034734;2364,6188473390293
3309;7892,338125250275;8065,0390510529705;0,0;2263,1395169834113;1292,739017034734;2361,378723017051
3310;7889,690646602978;8065,025517174735;0,0;2259,964216166838;792,7390170347338;2360,7712182583277
3311;7706,995096440991;8064,677922585973;0,0;2259,493877717723;292,7390170347338;2358,5387518000607
3312;7539,824477216135;8064,058847150751;0,0;2255,5245137646602;0,0;2357,7976244581437
3313;7275,368349649406;8063,190839745963;0,0;2245,1760026413194;0,0;2356,850295934146
3314;7025,723167599481;8063,123592352261;0,0;2243,6035768227644;0,0;2356,8459899575555
3315;6834,879714638531;8063,064768338337;0,0;2232,3030655998045;127,47989719937232;2353,1658005435843
3316;6714,641807374298;8062,934639035792;0,0;2220,049641082083;627,4798971993723;2351,6579480813207
3317;6670,924032966736;8061,782048736547;0,0;2218,8084469142887;1127,4798971993723;2349,187527452338
3318;6679,461524329427;8061,214974227697;916,8794130750679;2215,491955345309;1627,4798971993723;2346,7573209809875
3319;6795,675532547052;8060,709713261251;2700,642283845428;2213,990876982456;2127,4798971993723;2346,3790990272228
3320;6820,756241890616;8060,659387525573;4945,385247950089;2211,360169177542;2627,4798971993723;2346,1516719354195
3321;7053,067184030775;8060,545982257264;6320,531937686544;2208,6184429860623;2627,4798971993723;2346,1216322551973
3322;7088,504532876709;8059,895719974653;7822,313006466;2203,3816888389133;2627,4798971993723;2345,9862790354946
3323;7201,778473765784;8059,851338543262;8375,44800699323;2199,362260484964;2627,4798971993723;2344,5765540699344
3324;7261,403000164065;8059,317611868313;8305,292405511153;2195,6581808106575;2627,4798971993723;2343,593217520962
3325;7163,153551684604;8058,840694361259;7798,779646904699;2188,0704883363724;2627,4798971993723;2336,259844564004
3326;7159,12451737258;8058,840157982885;6544,307830666816;2186,19953095926;2627,4798971993723;2334,7477052990043
3327;7163,073179867615;8057,898364367996;4845,47117283799;2180,0169653734665;2627,4798971993723;2331,5876108261564
3328;7150,795085872368;8057,803970892031;2806,641775738436;2179,010596137758;2627,4798971993723;2330,6387163017107
3329;7187,865505077847;8057,540850508557;956,263645956323;2178,7996219898573;2627,4798971993723;2327,847163976518
3330;7219,7918075109255;8056,789233057467;0,0;2171,4179222459115;2169,6490389787637;2327,634235993665
3331;7283,499526973409;8056,714685564587;0,0;2155,0331715776197;2169,6490389787637;2326,379195261956
3332;7469,834082555178;8055,972132053844;0,0;2153,987023300864;2060,9835991579193;2325,905312091665
3333;7529,374181024449;8055,155406096188;0,0;2153,8122944231827;1560,9835991579191;2324,9202051537477
3334;7531,303349088021;8054,346697309081;0,0;2151,899963899825;1060,9835991579191;2323,1989580751624
3335;7336,613934389781;8054,141882967711;0,0;2150,0163182166525;560,9835991579191;2322,2416289210328
3336;7131,340109379951;8054,108134814805;0,0;2141,8035263341358;60,983599157919116;2319,653043541565
3337;6883,394186869183;8053,023730658035;0,0;2139,2310593571137;0,0;2317,023670491043
3338;6679,424320641173;8052,713656344585;0,0;2134,746536276484;0,0;2316,8142770843942
3339;6534,239654019031;8051,659079262694;0,0;2130,3852169962665;0,0;2315,896347940158
3340;6437,725951881942;8051,494874550242;0,0;2125,6023151664167;226,6089977659542;2314,040225809017
3341;6404,89227490478;8051,237121007105;0,0;2123,197639495899;726,6089977659542;2313,989376679176
3342;6435,342237900629;8051,170661394252;769,9370470562201;2121,0735355515285;1226,6089977659542;2313,167857458545
3343;6586,351250095833;8050,9827527226935;2208,6184429860623;2120,015219649956;1726,6089977659542;2310,952764051084
3344;6701,612602114095;8050,809711932982;3848,666715455487;2117,047550915083;2226,608997765954;2310,509825430467
3345;6978,29081813225;8050,794236162712;5670,747531753556;2114,7215614304287;2627,4798971993723;2309,1979335268106
3346;7326,45676673125;8050,655864585379;7547,586288234844;2107,1093301755864;2627,4798971993723;2306,9877119954663
3347;7587,468155432528;8048,907852889025;8230,014177922314;2100,6137640350444;2627,4798971993723;2306,698327297257
3348;7669,096346871754;8048,884508103318;8133,394386013791;2100,559029883981;2627,4798971993723;2304,572345649383
3349;7609,928586893989;8048,798488503066;7527,18058182298;2090,182483999807;2627,4798971993723;2302,327869061923
3350;7607,946945100494;8048,7868675886075;6293,459011506997;2084,7501430076823;2627,4798971993723;2301,548662868001
3351;7596,616845684906;8048,774606990058;4145,241596811256;2083,3658370203684;2627,4798971993723;2300,7414774622007
3352;7602,327856584981;8047,817499497331;2061,553363957793;2074,3925922275384;2627,4798971993723;2298,316616611649
3353;7596,200875470451;8047,757668531539;676,1262279818563;2073,325687461021;2627,4798971993723;2298,1989324238157
3354;7589,805957086947;8047,550052977543;0,0;2066,881359086419;2169,6490389787637;2296,709005759876
3355;7627,946126726948;8046,757992925375;0,0;2065,776567905056;1819,3700465443217;2296,7070597393763
3356;7779,876163577238;8046,123611562699;0,0;2065,364079844259;1319,3700465443217;2295,721294949736
3357;7875,396047983885;8044,669789671309;0,0;2062,115039568551;819,3700465443218;2294,380750788785
3358;7870,141716905443;8044,5388176600645;0,0;2061,553363957793;319,3700465443218;2293,903528551509
3359;7617,443960324893;8044,5388176600645;0,0;2059,034132129248;0,0;2292,7592912887067
3360;7330,7041221676145;8044,522216376826;0,0;2050,1983685295622;0,0;2290,6775723224623
3361;6995,871535722916;8044,491047186062;0,0;2045,1952507160736;0,0;2289,303359274801
3362;6791,062762632905;8043,429641105034;0,0;2036,3701282877237;0,0;2288,646366894157
3363;6642,380147720224;8043,170046268342;0,0;2031,625835819546;127,47989719937232;2287,012683263176
3364;6572,006996830103;8042,335715937676;0,0;2021,0032797490994;627,4798971993723;2286,2544323597062
3365;6572,218535116024;8041,8915746907605;0,0;2017,0536070281964;1127,4798971993723;2285,754715743824
3366;6731,065382534038;8041,586437065256;918,9845977558008;2013,670198965245;1627,4798971993723;2283,793695252223
3367;7183,407733692304;8041,55213726278;2317,1037936590637;2010,516812772304;2127,4798971993723;2283,311350881361
3368;7685,149508340004;8041,3519467722645;4487,269922866702;2003,2117856472396;2627,4798971993723;2282,7195877505974
3369;8383,379390633865;8041,310065755006;6732,894700164027;2002,4518992351618;2627,4798971993723;2281,8200447902423
3370;8761,726136145286;8041,253683396318;7937,0045835385;1992,5787792099366;2627,4798971993723;2280,8183744416838
3371;8925,55801460261;8039,991685281368;8531,616396220472;1988,0985498264981;2627,4798971993723;2278,7601910116
3372;8941,856770708979;8039,895161953866;8563,726013177107;1987,2668219920072;2627,4798971993723;2276,2470199705913
3373;8847,41566055289;8039,67887789346;7933,988895735426;1969,7238592952322;2627,4798971993723;2275,268456537163
3374;8887,382072522672;8039,480841607942;6725,443672604045;1963,8121835439297;2627,4798971993723;2272,738636168845
3375;8926,452708841525;8039,417033040875;5017,840782817727;1961,427742947422;2627,4798971993723;2272,604784290143
3376;8882,86156440498;8038,575311945607;2924,511634617411;1954,2440404164663;2627,4798971993723;2272,2247147350904
3377;8796,45157139849;8038,37614998761;1093,6008986286313;1952,7260122783068;2627,4798971993723;2267,559082485398
3378;8645,621519450535;8037,969545951176;0,0;1951,0622614063525;2169,6490389787637;2266,3813648092078
3379;8418,173323473346;8037,580952347617;0,0;1950,2461363955078;2153,9499667949367;2266,229980682083
3380;8384,240862491219;8036,781984033564;0,0;1947,367160275326;1653,949966794937;2265,7432826427266
3381;8339,517419321108;8035,565623840556;0,0;1942,1648999291729;1153,949966794937;2265,4955724468855
3382;8175,089912075894;8034,632436977853;0,0;1935,7854155434393;653,9499667949369;2265,1754062663567
3383;7829,496653813381;8034,264919659274;0,0;1934,565703659024;153,94996679493693;2264,9979985392674
3384;7495,224095548951;8034,066469957532;0,0;1930,682361872174;0,0;2262,3427341798024
3385;7132,596308004234;8032,10118910996;0,0;1930,6547643337271;0,0;2261,9816540938127
3386;6894,205247810193;8031,939808206362;0,0;1929,089798566281;0,0;2261,9215130900343
3387;6756,003615125133;8031,861598110158;0,0;1928,5952988879344;319,6530435415648;2261,7613244689596
3388;6666,626315857634;8031,859266763262;0,0;1927,1375343216719;819,6530435415648;2261,442255152066
3389;6659,654723400071;8031,439658788338;0,0;1922,5383156670143;1319,6530435415648;2259,7418379124197
3390;6788,157624593882;8031,237001838514;1020,1821491694542;1920,9541073702553;1819,6530435415648;2259,544189014548
3391;7206,2316418704595;8030,997759053818;2967,2198511206398;1920,3624726991145;2319,653043541565;2258,8449902467582
3392;7647,762239254085;8030,677079220961;5168,582971344588;1915,2961140169962;2627,4798971993723;2257,252972872282
3393;8307,109744152678;8030,389905677326;6916,404244016884;1911,2535380808604;2627,4798971993723;2254,31494121754
3394;8711,117744430496;8030,236870571127;8141,487900176976;1908,906796494735;2627,4798971993723;2254,0070857541996
3395;8908,438047323443;8030,100640821898;8740,701139104562;1906,3924270033988;2627,4798971993723;2253,717736192212
3396;8921,755573929158;8029,958176171092;8615,21717348109;1905,2390528197543;2627,4798971993723;2251,884672828463
3397;8652,423487689157;8029,909939728555;7962,662829034956;1900,2842001745882;2627,4798971993723;2250,824711457789
3398;8654,3157032093;8029,267010882052;6716,812782860739;1899,0027931158093;2627,4798971993723;2250,5864273484635
3399;8646,230084479723;8028,69816798204;5114,877200995968;1897,048473546486;2627,4798971993723;2248,298793970267
3400;8631,978604904518;8028,576150702879;3019,049622813551;1893,4315260797075;2627,4798971993723;2245,124682375691
3401;8651,647342639259;8027,786241346599;1118,039361866021;1892,9568693041147;2627,4798971993723;2242,9734408386385
3402;8557,451513626776;8027,558503088931;0,0;1888,1790145665827;2169,6490389787637;2242,6702991837883
3403;8349,077449016168;8027,150332481178;0,0;1887,8896303361896;2169,6490389787637;2241,1969594465527
3404;8350,21218871962;8026,833608077172;0,0;1887,844480784447;1880,5685548400115;2240,8742834361915
3405;8312,863295248606;8026,766285015353;0,0;1884,4427459710446;1380,5685548400115;2239,078771219208
3406;8191,237264676669;8026,290709618949;0,0;1880,2259607638541;880,5685548400114;2238,7642939973475
3407;7844,90687734222;8026,277165799687;0,0;1879,3135011330967;380,5685548400114;2235,545448310644
3408;7496,3118706618125;8026,0880702935565;0,0;1879,1288283617853;0,0;2233,7532381979054
3409;7113,363195164472;8026,048897069389;0,0;1876,2621601961996;0,0;2232,4325829799773
3410;6872,215588040973;8025,983301554644;0,0;1875,8897988482856;0,0;2231,9824330568804
3411;6725,947057943714;8025,638615094225;0,0;1872,896728352931;127,47989719937232;2231,730224408508
3412;6644,24388998237;8025,544930144331;0,0;1866,9665189668392;627,4798971993723;2231,4522839281403
3413;6643,228584793349;8025,450650261364;0,0;1866,1500816177654;1127,4798971993723;2230,3673588719857
3414;6794,73790816869;8025,437797389421;1096,9624744724063;1855,6301607066655;1627,4798971993723;2230,285530160585
3415;7215,072669971907;8025,092479396638;3120,948365552684;1851,2407093371346;2127,4798971993723;2229,892667758596
3416;7659,164884948668;8024,97550509663;5424,074765057228;1851,0280219823424;2627,4798971993723;2228,2290259992524
3417;8214,856194223617;8024,85721428639;7218,970372277335;1845,4511190296923;2627,4798971993723;2228,1926422386537
3418;8496,530385209526;8024,486378595412;8466,148031005449;1840,3869365184953;2627,4798971993723;2226,608997765954
3419;8694,836945648976;8024,475480382496;9076,57245910192;1837,0692340125183;2627,4798971993723;2226,322273276609
3420;8785,073289295115;8024,349148874593;8987,648307446523;1835,6682578623884;2627,4798971993723;2225,313781959754
3421;8710,766960315277;8023,90702671053;8329,43541761735;1824,2735443201284;2627,4798971993723;2225,1753892773804
3422;8815,04507083208;8023,612642749087;6821,725754212777;1816,8309735632165;2627,4798971993723;2223,767737331087
3423;8865,061516536114;8023,468536652803;3355,7842015446085;1813,987991131704;2627,4798971993723;2223,7030106670195
3424;8842,61869274971;8022,8916403578005;1560,944489721957;1813,5822128923103;2627,4798971993723;2222,9672291669713
3425;8866,09137379282;8022,814562733619;635,0750356415191;1809,1484840509936;2627,4798971993723;2222,515114162714
3426;8754,521173850744;8022,263370853572;0,0;1809,0593275711485;2169,6490389787637;2222,4775279330993
3427;8490,988712813558;8022,101518901198;0,0;1808,7049810659205;2011,8234261142143;2222,0296198774386
3428;8469,0520751509;8021,241697861182;0,0;1804,5611785140875;1511,8234261142143;2221,6649038091773
3429;8447,112481617105;8021,206401094401;0,0;1799,2759427197234;1011,8234261142142;2219,8424774673254
3430;8360,466838160926;8020,158236926133;0,0;1794,792467704547;511,82342611421416;2215,866685124659
3431;8072,545664020098;8019,827438507137;0,0;1792,1674788476896;11,823426114214158;2215,611149224463
3432;7745,177468919851;8019,588038523337;0,0;1791,662750997728;0,0;2214,7930422073387
3433;7374,109361311174;8019,427800945472;0,0;1785,8524995018238;0,0;2214,747582843675
3434;7110,147953413235;8019,220198863562;0,0;1782,389055274608;0,0;2212,9979597854754
3435;6935,952731733354;8018,825817335052;0,0;1781,486333238146;127,47989719937232;2212,2833337121456
3436;6849,136710532372;8018,466352133313;0,0;1781,3490403318697;627,4798971993723;2212,1244848611195
3437;6826,448093421803;8017,978797140133;0,0;1778,8393523528216;1127,4798971993723;2210,7605937199914
3438;6941,570232485128;8017,810236522797;1030,2169491948328;1775,2833672388047;1627,4798971993723;2209,148151045733
3439;7300,452193047859;8016,5966732706665;2763,243101520608;1771,7435903707799;2127,4798971993723;2208,0557669451496
3440;7735,331593648016;8016,458139307245;4787,930823650972;1771,7394357939434;2627,4798971993723;2201,848704322276
3441;8422,739887005808;8016,309165501057;6482,734328809492;1769,6778502594718;2627,4798971993723;2196,1484288068455
3442;8787,723038191314;8016,242381079954;7659,76237448867;1768,7667663592272;2627,4798971993723;2196,0693229930926
3443;8942,844217336211;8016,157712082561;8446,072703109983;1764,471831483396;2627,4798971993723;2194,890259157236
3444;8959,739147080438;8015,749446321611;8492,06216373669;1762,347520832982;2627,4798971993723;2194,880662008929
3445;8792,686479229771;8014,012310513499;7831,666443977068;1760,8789607497206;2627,4798971993723;2193,1831773536915
3446;8893,440123326041;8013,912872791033;5623,393408684471;1757,9153093124683;2627,4798971993723;2189,5396233512265
3447;8925,689348987451;8013,74932156328;3738,974013556073;1737,6164630232556;2627,4798971993723;2186,765070444201
3448;8940,65813249956;8013,6295937039;2117,047550915083;1721,6526745447625;2627,4798971993723;2186,6900425030317
3449;8922,517335934077;8013,259718404215;830,7304458335637;1712,8635347724908;2627,4798971993723;2186,130945017828
3450;8777,025542882167;8012,401826385382;0,0;1710,7568967111463;2169,6490389787637;2185,1178803072785
3451;8493,030059520317;8012,1628889663925;0,0;1709,6301224542212;1957,6838186439018;2184,408439739438
3452;8480,69204185426;8011,68957342321;0,0;1708,3426274642254;1457,6838186439018;2184,36274374831
3453;8455,815765806965;8010,888581750851;0,0;1702,3092209373115;957,6838186439018;2183,9003528713383
3454;8369,438445520933;8009,891048017156;0,0;1702,0721730402558;457,68381864390176;2183,1851764337457
3455;8094,73974627568;8009,312075616764;0,0;1700,3911537793956;0,0;2181,741527926855
3456;7849,202717213643;8008,300978229152;0,0;1700,3479524817121;0,0;2180,475458358813
3457;7517,502066699222;8007,118361552707;0,0;1692,003640384315;0,0;2176,353982274995
3458;7246,768771231738;8006,995083845501;0,0;1690,556164951539;0,0;2174,375785350945
3459;7059,041329385083;8006,703812621258;0,0;1690,165623929209;89,39542270206266;2171,0256973136643
3460;6908,241592972364;8006,278935048325;0,0;1684,835288848312;589,3954227020627;2169,6490389787637
3461;6862,7479793227185;8005,977382720503;0,0;1677,673657695221;1089,3954227020627;2169,6490389787637
3462;6887,476277614968;8005,795080870047;804,256234267165;1672,2907759193072;1589,3954227020627;2169,6490389787637
3463;7034,088335163236;8005,40448562425;2672,6822756288943;1667,6029305259353;2089,3954227020627;2169,6490389787637
3464;7225,540824719205;8005,220239031522;5169,564569355078;1667,580468905844;2589,3954227020627;2169,6490389787637
3465;7744,993674764736;8004,554658319752;6925,192354153493;1660,4575426793565;2627,4798971993723;2169,6490389787637
3466;8101,831336768176;8004,112145165994;8133,600313804148;1657,5692223262022;2627,4798971993723;2169,6490389787637
3467;8323,02720222927;8003,891366367021;8685,977258893308;1657,4418138087842;2627,4798971993723;2169,6490389787637
3468;8338,763711093658;8003,885017753243;8482,83488337213;1654,577349675951;2627,4798971993723;2169,6490389787637
3469;8239,423600649725;8003,469414074506;7125,419255748155;1650,245370879593;2627,4798971993723;2169,6490389787637
3470;8180,083749042911;8003,4437907272695;5697,084051841778;1648,5501892690334;2627,4798971993723;2169,6490389787637
3471;8059,895719974653;8003,238780843021;4444,2844910579315;1643,8735068882256;2627,4798971993723;2169,6490389787637
3472;7953,57312570682;8002,223684465422;2412,3765165757504;1642,8699414173077;2627,4798971993723;2169,6490389787637
3473;7964,135495151507;8001,289235636334;698,3714484991228;1638,3785139354325;2627,4798971993723;2169,6490389787637
3474;7865,558732978536;8001,202531591312;0,0;1633,4578925823394;2169,6490389787637;2169,6490389787637
3475;7803,660547600338;8000,67637383738;0,0;1633,1012461408457;1966,7932674487906;2169,6490389787637
3476;7900,074926968883;8000,392688934968;0,0;1631,1343254656774;1466,7932674487906;2169,6490389787637
3477;7967,681353477901;7999,009686579091;0,0;1621,873200674853;966,7932674487906;2169,6490389787637
3478;7983,040833828157;7998,944608125096;0,0;1621,4176867918927;466,79326744879063;2169,6490389787637
3479;7814,442332332837;7998,337646776579;0,0;1618,6336494058173;0,0;2169,6490389787637
3480;7599,4605788212675;7997,888461137777;0,0;1618,563963522193;0,0;2169,6490389787637
3481;7327,491992913084;7997,542487853422;0,0;1618,1541647514716;0,0;2169,6490389787637
3482;7072,288275856278;7997,488116333778;0,0;1614,745114664859;0,0;2169,6490389787637
3483;6892,0181695547835;7995,615128552394;0,0;1611,5186257617042;365,8779838726614;2169,6490389787637
3484;6771,098590408378;7995,084574755404;0,0;1605,6048690457724;865,8779838726614;2169,6490389787637
3485;6712,296144460524;7994,665998523305;0,0;1603,712315895273;1365,8779838726614;2169,6490389787637
3486;6714,213680601447;7994,430169441076;1050,3752243950396;1601,7820488473283;1865,8779838726614;2169,6490389787637
3487;6826,277451074288;7994,2852072818905;3026,349194170101;1601,76615153925;2365,8779838726614;2169,6490389787637
3488;6888,6898182257;7994,14743482029;5179,0810688950005;1599,3535401097915;2627,4798971993723;2169,6490389787637
3489;7180,069968017212;7994,039865258835;6881,428133318728;1596,5538625048052;2627,4798971993723;2169,6490389787637
3490;7462,705776303055;7994,016114494755;8052,248550286712;1595,2532463235073;2627,4798971993723;2169,6490389787637
3491;7668,984277910209;7993,642939846485;8620,143370441127;1594,3225711905513;2627,4798971993723;2169,6490389787637
3492;7716,720257365404;7993,56681353587;8548,349716273222;1591,899387645862;2627,4798971993723;2169,6490389787637
3493;7692,737944364442;7993,435837773825;7783,486169912201;1584,7487510233118;2627,4798971993723;2169,6490389787637
3494;7772,6732734399875;7992,83520157824;6393,5134779012415;1582,5247110965586;2627,4798971993723;2169,6490389787637
3495;7864,946481994473;7992,30873200278;4588,773582551816;1582,2655620131052;2627,4798971993723;2169,6490389787637
3496;7884,479566737483;7992,214313573673;2744,6546910376046;1575,3776013146867;2627,4798971993723;2169,6490389787637
3497;7853,195901368782;7991,429107965068;1124,652951606721;1574,2714568150213;2627,4798971993723;2169,6490389787637
3498;7807,293919255343;7991,413627773968;0,0;1571,6522797574246;2169,6490389787637;2169,6490389787637
3499;7819,64684901734;7991,303843624705;0,0;1569,539664489863;2082,639684751496;2169,6490389787637
3500;7990,173467609235;7990,954014180762;0,0;1566,733548236052;1582,6396847514961;2169,6490389787637
3501;8131,365581587568;7990,411461130591;0,0;1560,944489721957;1082,6396847514961;2169,6490389787637
3502;8172,381456196737;7990,173467609235;0,0;1560,1688355715514;582,6396847514961;2169,6490389787637
3503;7942,6641424391555;7990,030607692984;0,0;1559,1011724579812;82,63968475149613;2169,6490389787637
3504;7653,802148069224;7989,540105597631;0,0;1557,1696514497114;0,0;2169,6490389787637
3505;7318,400315746166;7989,41152553731;0,0;1546,7569460047537;0,0;2169,6490389787637
3506;7079,830856655279;7988,7419215418095;0,0;1546,7004458783094;0,0;2169,6490389787637
3507;6910,219255472586;7988,659855002342;0,0;1540,6388083460815;391,5214983439241;2169,6490389787637
3508;6828,006455809241;7988,659855002342;0,0;1537,9268086333461;891,5214983439241;2169,6490389787637
3509;6820,12194629779;7988,375923695829;0,0;1536,8897682983834;1391,5214983439241;2169,6490389787637
3510;6944,843909455822;7987,103773462538;1080,7433485069184;1529,058268884639;1891,5214983439241;2169,6490389787637
3511;7346,729392785596;7986,925465965899;3059,151489928719;1522,8907225591395;2391,521498343924;2169,6490389787637
3512;7817,269938281276;7986,369508626813;5196,411385317553;1520,389222663843;2627,4798971993723;2169,6490389787637
3513;8526,35220371991;7985,1280299699465;6886,199572106095;1514,9958111029555;2627,4798971993723;2169,6490389787637
3514;8918,627380896396;7984,368544149663;8037,725015054532;1514,8955711324531;2627,4798971993723;2169,6490389787637
3515;9101,01826556349;7983,489515680125;8615,310496706426;1507,498646740548;2627,4798971993723;2169,6490389787637
3516;9162,955767843128;7983,173659831276;8575,042505612597;1495,7403257585493;2627,4798971993723;2169,6490389787637
3517;9049,679534784727;7983,040833828157;7924,661161410194;1494,6313334674692;2627,4798971993723;2169,6490389787637
3518;9120,064428648007;7983,014502265185;6708,295661511732;1476,6521047896097;2627,4798971993723;2169,6490389787637
3519;9197,612665895542;7982,940028801382;5012,3973948175535;1467,6291271315297;2627,4798971993723;2169,6490389787637
3520;9124,620853163873;7982,867791962666;2965,6772048161747;1447,837349405326;2627,4798971993723;2169,6490389787637
3521;9085,500775275836;7981,388308268797;1127,0804241743929;1435,250396669043;2627,4798971993723;2169,6490389787637
