t;Demand;Demand sorted;PV output;PV output sorted;imports;imports sorted
1514;6578,098438305982;8578,079035649413;0,0;6571,138988459743;0,0;2627,4798971993723
1515;6403,525070437906;8577,747244045051;0,0;6570,811554894013;0,0;2627,4798971993723
1516;6318,927282205892;8577,723295233201;0,0;6570,575530491643;0,0;2627,4798971993723
1517;6326,612453977889;8577,213649894495;0,0;6568,593186132679;40,52597809043891;2627,4798971993723
1518;6485,321046833496;8577,117424450666;84,30167869608928;6568,59005468352;540,5259780904389;2627,4798971993723
1519;6920,053674430688;8576,63786745734;1331,0048010812989;6566,138389047847;1040,525978090439;2627,4798971993723
1520;7363,342913314568;8575,862443513115;2332,2554487659468;6565,81111840592;1540,525978090439;2627,4798971993723
1521;7963,3143198448015;8575,46069226282;3399,3020469996063;6564,019504536132;2040,525978090439;2627,4798971993723
1522;8311,833463141682;8575,267383892782;3709,9316884929217;6561,13617669153;2540,525978090439;2627,4798971993723
1523;8498,84854976466;8574,627763140186;3443,00821518187;6557,556742513465;2627,4798971993723;2627,4798971993723
1524;8538,87189864032;8574,031546888982;3578,5394400077835;6554,0603096734485;2627,4798971993723;2627,4798971993723
1525;8440,643801763315;8573,649026491132;3616,087910485945;6552,201130461553;2627,4798971993723;2627,4798971993723
1526;8560,595856220874;8573,623993622245;3215,728729309481;6550,187470259089;2127,4798971993723;2627,4798971993723
1527;8636,316947393654;8573,050554034817;2990,804855702944;6547,232469969063;1627,4798971993723;2627,4798971993723
1528;8654,116874229656;8572,603230032168;2245,1760026413194;6546,970011299078;1127,4798971993723;2627,4798971993723
1529;8672,996959189059;8572,546175976964;825,8986140689286;6546,331829076313;627,4798971993723;2627,4798971993723
1530;8535,679909766986;8572,366749478177;0,0;6544,307830666816;127,47989719937232;2627,4798971993723
1531;8288,428429622274;8571,81766954801;0,0;6544,055158995991;0,0;2627,4798971993723
1532;8266,251009960246;8571,782139092524;0,0;6541,289759900059;0,0;2627,4798971993723
1533;8208,988968602098;8571,645377901788;0,0;6539,314813041274;0,0;2627,4798971993723
1534;8055,972132053844;8571,54786764777;0,0;6530,206582975637;0,0;2627,4798971993723
1535;7706,381038678475;8571,49129409365;0,0;6526,465180278773;0,0;2627,4798971993723
1536;7376,559004485466;8570,432754659225;0,0;6521,421487922674;0,0;2627,4798971993723
1537;7000,44722339031;8570,422145853952;0,0;6513,1886999645785;0,0;2627,4798971993723
1538;6752,121347468672;8569,336995819003;0,0;6512,950754120999;0,0;2627,4798971993723
1539;6610,452835689239;8569,028102096087;0,0;6512,240303029279;0,0;2627,4798971993723
1540;6521,021898749108;8568,890472279025;0,0;6501,102774593764;422,7760022520572;2627,4798971993723
1541;6491,736118029925;8568,48642823155;0,0;6498,407515011432;922,7760022520572;2627,4798971993723
1542;6664,538624964064;8568,452763808227;119,10186321615899;6496,470129491327;1422,7760022520572;2627,4798971993723
1543;7103,675962299584;8568,332620104138;2083,3658370203684;6482,734328809492;1922,7760022520572;2627,4798971993723
1544;7548,648742197541;8567,766297800834;4352,412366962702;6480,739753911016;2422,776002252057;2627,4798971993723
1545;8102,849526458271;8566,832240448994;6458,957253785977;6476,198458889586;2627,4798971993723;2627,4798971993723
1546;8414,78199333257;8566,63782129225;7775,840940406103;6469,645589313372;2627,4798971993723;2627,4798971993723
1547;8615,96849408037;8566,191694497595;8484,304172395141;6468,804795793639;2627,4798971993723;2627,4798971993723
1548;8682,005600516786;8565,727915726273;8577,616370604512;6460,077427811993;2627,4798971993723;2627,4798971993723
1549;8579,943200880929;8565,64071663028;8072,983442300626;6458,957253785977;2627,4798971993723;2627,4798971993723
1550;8683,578798967603;8565,485898772593;6966,060201348876;6456,783911131564;2627,4798971993723;2627,4798971993723
1551;8706,256499041117;8565,41172474514;5350,765646712562;6449,974598302603;2627,4798971993723;2627,4798971993723
1552;8682,520324613703;8565,398759378435;3333,3544301008164;6433,358738824986;2627,4798971993723;2627,4798971993723
1553;8673,991367713204;8564,895405620146;1127,5146538742024;6416,813436105419;2627,4798971993723;2627,4798971993723
1554;8544,433529232325;8564,89448821453;0,0;6415,457955336672;2169,6490389787637;2627,4798971993723
1555;8251,242585525986;8564,492467126509;0,0;6415,259666854121;2169,6490389787637;2627,4798971993723
1556;8230,923392937384;8563,70958085215;0,0;6415,088305746929;1707,9583901015517;2627,4798971993723
1557;8195,554822340035;8563,645428492111;0,0;6413,58268027828;1207,9583901015517;2627,4798971993723
1558;8080,134038850913;8563,513971102799;0,0;6413,229321952189;707,9583901015516;2627,4798971993723
1559;7712,80229572785;8563,424792024147;0,0;6411,7752182366485;207,95839010155157;2627,4798971993723
1560;7334,60102019644;8563,292601639978;0,0;6410,871940903139;0,0;2627,4798971993723
1561;6978,733436339897;8563,094564550522;0,0;6406,467812957394;0,0;2627,4798971993723
1562;6767,869437307003;8563,043162925742;0,0;6405,564635217224;0,0;2627,4798971993723
1563;6626,597655365634;8563,001034129797;0,0;6403,967185643593;127,47989719937232;2627,4798971993723
1564;6505,693406925776;8562,617988677133;0,0;6403,437598234599;627,4798971993723;2627,4798971993723
1565;6472,713219117203;8562,470122050845;0,0;6402,508876473109;1127,4798971993723;2627,4798971993723
1566;6632,060943714597;8562,352787253752;171,32199049817584;6400,035058909799;1627,4798971993723;2627,4798971993723
1567;7063,441409738048;8562,08192706201;2441,0803204225003;6393,5134779012415;2127,4798971993723;2627,4798971993723
1568;7528,480699481582;8561,91254172683;4680,608031020332;6391,754977351873;2627,4798971993723;2627,4798971993723
1569;8107,913949568392;8561,83132884574;6564,019504536132;6390,510074645203;2627,4798971993723;2627,4798971993723
1570;8426,44401951549;8561,255982617133;7891,58518805201;6385,166176238867;2627,4798971993723;2627,4798971993723
1571;8601,835485285244;8561,10144403734;8627,433913875622;6384,570602317526;2627,4798971993723;2627,4798971993723
1572;8648,538964975876;8561,044827621123;8745,803168276083;6383,928526062147;2627,4798971993723;2627,4798971993723
1573;8539,868877151597;8560,862135946662;8254,615336233892;6376,374180666896;2627,4798971993723;2627,4798971993723
1574;8648,922920694105;8560,595856220874;7166,411513520716;6374,053041803241;2627,4798971993723;2627,4798971993723
1575;8755,842841343941;8560,50430149237;5533,134204605558;6364,223936057042;2627,4798971993723;2627,4798971993723
1576;8788,452871683528;8560,463790408712;3457,637201927794;6363,550234821048;2627,4798971993723;2627,4798971993723
1577;8771,981189344755;8560,411672179696;1180,5751888326981;6353,84807288444;2627,4798971993723;2627,4798971993723
1578;8597,56506220203;8560,399288880893;0,0;6352,8519501549945;2169,6490389787637;2627,4798971993723
1579;8285,087624338348;8560,291828689253;0,0;6352,43185782927;2169,6490389787637;2627,4798971993723
1580;8249,62639271881;8560,221361216976;0,0;6349,380641081547;1746,5995125651157;2627,4798971993723
1581;8197,193376034926;8559,896453364225;0,0;6348,98321551061;1246,5995125651157;2627,4798971993723
1582;8118,53367305326;8559,678341939401;0,0;6344,89350658669;746,5995125651158;2627,4798971993723
1583;7823,4797468903735;8559,316200951724;0,0;6343,3498926999255;246,5995125651158;2627,4798971993723
1584;7496,813882551274;8559,232835560313;0,0;6341,765547353391;0,0;2627,4798971993723
1585;7127,946811021373;8559,147455238935;0,0;6337,771951202521;0,0;2627,4798971993723
1586;6853,107265895204;8559,022501601674;0,0;6335,027797461062;0,0;2627,4798971993723
1587;6699,981109739016;8558,427892735226;0,0;6334,177465880141;127,47989719937232;2627,4798971993723
1588;6570,155093214391;8558,3095015388;0,0;6333,031702343533;627,4798971993723;2627,4798971993723
1589;6552,776647978829;8558,17175472249;0,0;6328,285926505169;1127,4798971993723;2627,4798971993723
1590;6691,478868720121;8558,018715048072;197,49848021103227;6327,318136343751;1627,4798971993723;2627,4798971993723
1591;7107,262838532716;8557,922904517345;2530,4543497930085;6320,531937686544;2127,4798971993723;2627,4798971993723
1592;7523,205887952455;8557,465150010381;4772,565016300159;6318,8345137656315;2627,4798971993723;2627,4798971993723
1593;8120,933929826524;8557,451513626776;6620,683022143213;6315,898306913603;2627,4798971993723;2627,4798971993723
1594;8453,807821542685;8557,403052411732;7925,678147285718;6314,301795543787;2627,4798971993723;2627,4798971993723
1595;8631,40224640802;8557,334797943502;8643,763444485608;6309,074992895443;2627,4798971993723;2627,4798971993723
1596;8685,872743792794;8556,817963383968;8741,438105542;6298,571431577978;2627,4798971993723;2627,4798971993723
1597;8588,232825286366;8556,63683709243;8221,182381757904;6296,41095558795;2627,4798971993723;2627,4798971993723
1598;8669,79757962197;8556,32963975922;7107,344855330445;6295,363382693621;2627,4798971993723;2627,4798971993723
1599;8794,624723904048;8556,281769605006;5461,42150901616;6293,459011506997;2627,4798971993723;2627,4798971993723
1600;8813,780372649237;8556,23844162691;3384,7304790078174;6292,376107158875;2627,4798971993723;2627,4798971993723
1601;8807,803026168676;8556,034857141747;1129,9173095442584;6290,075045780554;2627,4798971993723;2627,4798971993723
1602;8657,125435803164;8555,446060022146;0,0;6270,208066173262;2169,6490389787637;2627,4798971993723
1603;8309,630330362937;8555,390876664635;0,0;6270,1449918828075;2169,6490389787637;2627,4798971993723
1604;8239,689669035437;8555,29266750232;0,0;6269,610341729104;1692,8189086038283;2627,4798971993723
1605;8173,704317645823;8555,217158580639;0,0;6266,629142648425;1192,8189086038283;2627,4798971993723
1606;8034,066469957532;8555,09174367915;0,0;6263,349996260408;692,8189086038284;2627,4798971993723
1607;7732,22020357174;8555,08615244726;0,0;6257,579331886319;192,8189086038284;2627,4798971993723
1608;7474,831207644341;8555,08083612659;0,0;6255,531349260737;0,0;2627,4798971993723
1609;7139,271940163014;8555,021774956163;0,0;6253,900390708679;0,0;2627,4798971993723
1610;6882,861022358846;8554,973040652912;0,0;6240,6368945110335;0,0;2627,4798971993723
1611;6707,061429359434;8554,912984139493;0,0;6236,512350697334;127,47989719937232;2627,4798971993723
1612;6581,63194532711;8554,873152756025;0,0;6234,946907462805;627,4798971993723;2627,4798971993723
1613;6520,930940612411;8554,775395688288;0,0;6227,578662741479;1127,4798971993723;2627,4798971993723
1614;6575,5282969765485;8554,523083164144;196,69371019502518;6226,464985980002;1627,4798971993723;2627,4798971993723
1615;6745,26509563619;8554,48186896639;2306,8959506510864;6222,112399806511;2127,4798971993723;2627,4798971993723
1616;6960,199190726216;8553,989539755878;4503,495444204204;6219,3540119379;2627,4798971993723;2627,4798971993723
1617;7406,5970125452495;8553,812380188929;6335,027797461062;6214,349636911712;2627,4798971993723;2627,4798971993723
1618;7796,339686448185;8553,608778363852;7504,256485508128;6214,252974678516;2627,4798971993723;2627,4798971993723
1619;8016,242381079954;8553,570247761905;7996,118895810232;6212,005971268339;2627,4798971993723;2627,4798971993723
1620;8054,108134814805;8553,565435366878;7878,089094174077;6211,903519947702;2627,4798971993723;2627,4798971993723
1621;7935,740756433094;8553,269588451994;7361,990859146035;6201,3563169356685;2627,4798971993723;2627,4798971993723
1622;7838,690077251447;8553,252851986044;6403,967185643593;6198,716194762505;2627,4798971993723;2627,4798971993723
1623;7843,376643490621;8553,064760357762;4973,616261590484;6187,537858623356;2627,4798971993723;2627,4798971993723
1624;7855,658665409503;8552,70295239128;3106,443384980484;6184,758753294373;2627,4798971993723;2627,4798971993723
1625;7825,44207368122;8552,593381044238;1051,1185039051563;6184,1444935024365;2627,4798971993723;2627,4798971993723
1626;7746,730558466262;8552,562242678625;0,0;6183,735179351319;2169,6490389787637;2627,4798971993723
1627;7662,169672763429;8552,416440806339;0,0;6180,646153440464;2169,6490389787637;2627,4798971993723
1628;7689,649837753277;8552,218236933277;0,0;6180,393099368659;1683,9061681297958;2627,4798971993723
1629;7714,449759119111;8551,61184468029;0,0;6177,036727501974;1183,9061681297958;2627,4798971993723
1630;7696,588895206261;8551,180926592657;0,0;6160,702420895395;683,9061681297959;2627,4798971993723
1631;7495,038599587147;8551,128940874716;0,0;6151,0678631627625;183,9061681297959;2627,4798971993723
1632;7273,188252343919;8550,896652080255;0,0;6146,435339756548;0,0;2627,4798971993723
1633;6987,913783819254;8550,780339741315;0,0;6145,507162724635;0,0;2627,4798971993723
1634;6737,757308346329;8550,716316205648;0,0;6138,864001793422;0,0;2627,4798971993723
1635;6573,184950918815;8550,70433419659;0,0;6137,528601700793;127,47989719937232;2627,4798971993723
1636;6448,0497872750875;8550,27772479424;0,0;6136,321225902311;627,4798971993723;2627,4798971993723
1637;6394,463420299133;8550,187717959296;0,0;6135,196432790616;1127,4798971993723;2627,4798971993723
1638;6422,279163498324;8550,117159734596;242,3753262705927;6127,769549440846;1627,4798971993723;2627,4798971993723
1639;6556,422883304507;8549,819720535788;2550,002166979223;6123,832749215407;2127,4798971993723;2627,4798971993723
1640;6640,164931878255;8549,6979176107;4769,791515656519;6118,47361619001;2627,4798971993723;2627,4798971993723
1641;6891,842828703066;8549,292682589125;6595,95267583703;6116,479802302608;2627,4798971993723;2627,4798971993723
1642;7169,481883224418;8548,989984035881;7896,641673189522;6111,4875068308065;2627,4798971993723;2627,4798971993723
1643;7398,596105118452;8548,577491096577;8578,465113998098;6087,278867858876;2627,4798971993723;2627,4798971993723
1644;7468,347437606943;8548,248045904034;8622,363017398759;6082,615246986825;2627,4798971993723;2627,4798971993723
1645;7402,152283387858;8548,21985127146;8041,470267296761;6080,757238544063;2627,4798971993723;2627,4798971993723
1646;7390,501624949154;8548,064948346975;6875,051884494729;6076,345495265749;2627,4798971993723;2627,4798971993723
1647;7438,960624509918;8548,035455600117;5448,274358124405;6076,139427450169;2627,4798971993723;2627,4798971993723
1648;7434,589711356724;8547,742228858284;3374,9664905969616;6071,001149150191;2627,4798971993723;2627,4798971993723
1649;7412,706982594937;8547,52283067598;1146,64273439367;6068,520513963921;2627,4798971993723;2627,4798971993723
1650;7386,603676454201;8547,501446981687;0,0;6068,068668917211;2169,6490389787637;2627,4798971993723
1651;7398,218060617174;8547,45337435972;0,0;6060,013704969466;2169,6490389787637;2627,4798971993723
1652;7614,781084293794;8547,378651233468;0,0;6054,260347777231;1757,1952464267583;2627,4798971993723
1653;7733,309013593194;8547,351237345787;0,0;6049,250327184575;1257,1952464267583;2627,4798971993723
1654;7791,591979045449;8547,010001681147;0,0;6044,035152499387;757,1952464267583;2627,4798971993723
1655;7573,330940173192;8546,700761888604;0,0;6042,332296600592;257,19524642675833;2627,4798971993723
1656;7292,1495919772715;8546,659378815017;0,0;6042,193059545952;0,0;2627,4798971993723
1657;6944,403484046556;8546,341049450175;0,0;6037,413932617957;0,0;2627,4798971993723
1658;6698,154029286784;8545,994713422233;0,0;6031,0077668977;0,0;2627,4798971993723
1659;6548,704378612761;8545,843327203258;0,0;6023,842273598205;127,47989719937232;2627,4798971993723
1660;6444,128431235793;8545,315368626349;0,0;6021,387089138714;627,4798971993723;2627,4798971993723
1661;6426,70593518213;8545,17068586869;0,0;6021,160070013109;1127,4798971993723;2627,4798971993723
1662;6581,405134593006;8544,712694606918;261,50634996918706;6018,835514396384;1627,4798971993723;2627,4798971993723
1663;7026,788490590384;8544,433529232325;2554,5178144816273;6011,665674433319;2127,4798971993723;2627,4798971993723
1664;7509,715157611879;8544,081912421774;4781,627053848984;6011,6381369701085;2627,4798971993723;2627,4798971993723
1665;8140,519751626689;8543,742455069254;6647,610656342497;6008,251308143439;2627,4798971993723;2627,4798971993723
1666;8542,72138452535;8543,722872027969;7955,300313062666;6007,123307973815;2627,4798971993723;2627,4798971993723
1667;8739,055828128327;8543,539807399726;8664,9668459323;6006,57543194359;2627,4798971993723;2627,4798971993723
1668;8729,167957640138;8543,322358807003;8809,992459445843;6003,971529043325;2627,4798971993723;2627,4798971993723
1669;8650,698123687009;8543,308079793942;8289,893863905068;6002,202913837751;2627,4798971993723;2627,4798971993723
1670;8782,90452898644;8543,241091321712;7155,231470726994;6001,967457944287;2627,4798971993723;2627,4798971993723
1671;8852,454370087347;8542,744578160844;5484,392397431855;5999,8279195128125;2627,4798971993723;2627,4798971993723
1672;8694,547233294132;8542,72138452535;3413,370205020221;5999,054670323015;2627,4798971993723;2627,4798971993723
1673;8422,401431398664;8542,586145637742;1176,2112150416417;5998,117045605507;2627,4798971993723;2627,4798971993723
1674;8275,980595892059;8542,026321057841;0,0;5995,868730762077;2169,6490389787637;2627,4798971993723
1675;7997,542487853422;8541,967563604281;0,0;5992,7661688743465;2169,6490389787637;2627,4798971993723
1676;7970,654929430572;8541,93374313976;0,0;5989,942468530869;1780,53022377042;2627,4798971993723
1677;7936,639933695954;8541,873224962752;0,0;5988,452403989186;1280,53022377042;2627,4798971993723
1678;7802,878737864547;8541,469137886756;0,0;5986,187436997043;780,53022377042;2627,4798971993723
1679;7462,220310854138;8541,468195073654;0,0;5985,0737727026835;280,53022377042;2627,4798971993723
1680;7102,221507527487;8540,696020252777;0,0;5984,687379228515;0,0;2627,4798971993723
1681;6761,405398690829;8540,441557276583;0,0;5982,393887964013;0,0;2627,4798971993723
1682;6538,899149171692;8540,311035699639;0,0;5979,969352913142;0,0;2627,4798971993723
1683;6405,5211922016515;8540,25849176786;0,0;5971,992067639841;127,47989719937232;2627,4798971993723
1684;6302,807660896107;8540,24805340563;0,0;5966,920230181929;627,4798971993723;2627,4798971993723
1685;6292,103715246951;8540,119124366049;0,0;5963,420945168032;1127,4798971993723;2627,4798971993723
1686;6459,91950279739;8539,94033268702;291,23689193389566;5958,64928886805;1627,4798971993723;2627,4798971993723
1687;6922,926777580444;8539,868877151597;2614,5593588173424;5950,9229289085515;2127,4798971993723;2627,4798971993723
1688;7357,819903479082;8538,978225002;4836,232008888773;5946,2974992484005;2627,4798971993723;2627,4798971993723
1689;7891,788639431309;8538,87189864032;6655,00114936727;5943,493394922236;2627,4798971993723;2627,4798971993723
1690;8233,371425384592;8538,765541873041;7917,516584639683;5942,568967123501;2627,4798971993723;2627,4798971993723
1691;8455,827809395976;8538,728658364975;8587,951319239173;5940,718156473024;2627,4798971993723;2627,4798971993723
1692;8504,98298218002;8538,624277270208;8700,279640380179;5934,293889062265;2627,4798971993723;2627,4798971993723
1693;8426,989319913235;8538,194525007568;8168,701239873679;5932,813458947278;2627,4798971993723;2627,4798971993723
1694;8547,351237345787;8538,029163998177;7050,755007320732;5932,271785875445;2627,4798971993723;2627,4798971993723
1695;8647,299608047175;8537,747909314417;5450,482766610988;5925,887376276889;2627,4798971993723;2627,4798971993723
1696;8626,255071616815;8537,69271036279;3392,647426595953;5923,8297083833295;2627,4798971993723;2627,4798971993723
1697;8574,031546888982;8536,859092328004;1166,2902881328891;5917,839679732682;2627,4798971993723;2627,4798971993723
1698;8471,456236862718;8536,726237271318;0,0;5917,130720609129;2169,6490389787637;2627,4798971993723
1699;8254,864779612419;8536,545986225698;0,0;5914,04370137811;2169,6490389787637;2627,4798971993723
1700;8241,3288591264;8536,489820433506;0,0;5913,061928684369;2070,451163169395;2627,4798971993723
1701;8174,143409277943;8536,350653759384;0,0;5908,498168180758;1570,451163169395;2627,4798971993723
1702;8025,437797389421;8536,344035170749;0,0;5899,350843249289;1070,451163169395;2627,4798971993723
1703;7652,923225598986;8535,922946446777;0,0;5898,013372818032;570,4511631693949;2627,4798971993723
1704;7262,496727639832;8535,908021123958;0,0;5896,02222720735;70,45116316939493;2627,4798971993723
1705;6891,777810770489;8535,877422697953;0,0;5894,278736661248;0,0;2627,4798971993723
1706;6678,724783511115;8535,679909766986;0,0;5892,350231099502;0,0;2627,4798971993723
1707;6535,264386846353;8535,527056721645;0,0;5890,92827205943;0,0;2627,4798971993723
1708;6457,852592972224;8535,513265792546;0,0;5887,135819179798;127,47989719937232;2627,4798971993723
1709;6436,529675027177;8535,439661932189;0,0;5882,362784886039;627,4798971993723;2627,4798971993723
1710;6582,5095958400025;8534,755432721593;182,25672620173205;5881,0654303722185;1127,4798971993723;2627,4798971993723
1711;7028,453563165719;8534,063033737526;1584,7487510233118;5879,050215578216;1627,4798971993723;2627,4798971993723
1712;7477,1404152399355;8533,420045981838;3335,74391169229;5878,3467405509455;2127,4798971993723;2627,4798971993723
1713;8086,760342266681;8533,37950127628;5161,2648832856385;5873,093045052542;2627,4798971993723;2627,4798971993723
1714;8457,704917838013;8532,60041677622;6906,45190367598;5869,764971092373;2627,4798971993723;2627,4798971993723
1715;8670,671456786265;8532,556805986447;8455,910244910174;5868,893298461599;2627,4798971993723;2627,4798971993723
1716;8714,441767778495;8532,155608687857;8719,658495991785;5867,889985018969;2627,4798971993723;2627,4798971993723
1717;8606,40568425984;8532,094240560104;8212,95754798518;5864,655768811643;2627,4798971993723;2627,4798971993723
1718;8734,879672644074;8530,901911833957;7116,26623514306;5863,456985165895;2627,4798971993723;2627,4798971993723
1719;8824,876976851217;8530,870447364909;5448,910061516582;5860,309810825141;2627,4798971993723;2627,4798971993723
1720;8856,377600950706;8530,787512788496;3381,752650325071;5855,862224827873;2627,4798971993723;2627,4798971993723
1721;8836,586345987262;8530,57446316683;1156,6414527891611;5853,746464545219;2627,4798971993723;2627,4798971993723
1722;8688,492798841942;8529,153951259508;0,0;5849,284204555597;2169,6490389787637;2627,4798971993723
1723;8411,547505082839;8528,820232455333;0,0;5845,111151664547;2040,4831756619094;2627,4798971993723
1724;8374,973820627412;8528,19320122698;0,0;5842,464729617788;1540,4831756619094;2627,4798971993723
1725;8292,654305000298;8528,04121516118;0,0;5837,739408093426;1040,4831756619094;2627,4798971993723
1726;8142,195137965266;8527,677610113758;0,0;5836,9368664031335;540,4831756619094;2627,4798971993723
1727;7744,783559039798;8527,154971317583;0,0;5836,076882467328;40,4831756619094;2627,4798971993723
1728;7375,259768696055;8527,149245358281;0,0;5832,758148656564;0,0;2627,4798971993723
1729;6991,369454392085;8526,886275284685;0,0;5829,3350220425355;0,0;2627,4798971993723
1730;6738,787047225632;8526,651505194688;0,0;5828,674052333268;0,0;2627,4798971993723
1731;6565,852218309967;8526,35220371991;0,0;5828,6192671438785;127,47989719937232;2627,4798971993723
1732;6463,836204831219;8526,14416042445;0,0;5825,7405174182695;627,4798971993723;2627,4798971993723
1733;6423,646905377001;8525,70632803514;0,0;5825,398205519666;1127,4798971993723;2627,4798971993723
1734;6560,838933794337;8525,636446736251;265,33488330518173;5823,776170683418;1627,4798971993723;2627,4798971993723
1735;6971,929244318044;8524,955423804131;1988,0985498264981;5822,975448379792;2127,4798971993723;2627,4798971993723
1736;7385,2886001233255;8524,051743339292;4124,1811377885515;5812,451026312804;2627,4798971993723;2627,4798971993723
1737;7970,387142502326;8523,932959049866;6557,556742513465;5807,229287216702;2627,4798971993723;2627,4798971993723
1738;8308,987203212493;8523,900902279112;7473,65835087883;5804,349323931058;2627,4798971993723;2627,4798971993723
1739;8506,588783683725;8523,851471763139;8112,6641679975655;5800,890397749983;2627,4798971993723;2627,4798971993723
1740;8534,755432721593;8523,751718753178;8543,010930905035;5798,674398950575;2627,4798971993723;2627,4798971993723
1741;8427,954128506148;8523,693732352744;8074,903534539064;5796,916668133988;2627,4798971993723;2627,4798971993723
1742;8518,253625910127;8523,638163195059;6822,131811286342;5796,820508808661;2627,4798971993723;2627,4798971993723
1743;8584,342130070461;8523,63791843021;5423,415367507556;5792,377377242377;2627,4798971993723;2627,4798971993723
1744;8614,903214178541;8523,163315204505;3317,820275385576;5789,964947642889;2627,4798971993723;2627,4798971993723
1745;8634,925389248421;8523,02787836457;1106,4089144288446;5786,150912271224;2627,4798971993723;2627,4798971993723
1746;8467,43211964868;8522,437640183794;0,0;5782,034902016556;2169,6490389787637;2627,4798971993723
1747;8181,915179825035;8522,261775312061;0,0;5780,412414056486;2169,6490389787637;2627,4798971993723
1748;8161,888026037414;8522,228214914247;0,0;5777,814881094511;1784,657832332528;2627,4798971993723
1749;8140,227496428732;8521,986739621563;0,0;5773,917898932834;1284,657832332528;2627,4798971993723
1750;8024,475480382496;8521,853426367405;0,0;5772,091619794261;784,6578323325281;2627,4798971993723
1751;7694,713305740021;8521,804203442236;0,0;5770,115701002537;284,6578323325281;2627,4798971993723
1752;7374,22927116651;8521,798539845777;0,0;5767,58730463102;0,0;2627,4798971993723
1753;6999,480235242407;8520,871541504326;0,0;5763,493230218047;0,0;2627,4798971993723
1754;6754,768975327812;8520,612498453776;0,0;5759,931346891401;0,0;2627,4798971993723
1755;6611,601784608615;8519,96516358845;0,0;5759,422383190108;127,47989719937232;2627,4798971993723
1756;6492,918014355549;8519,78346046874;0,0;5756,914186134011;627,4798971993723;2627,4798971993723
1757;6448,724889345017;8519,73075553881;0,0;5751,5519055917;1127,4798971993723;2627,4798971993723
1758;6595,582543597272;8519,688533911743;361,7844305972724;5750,962868601085;1627,4798971993723;2627,4798971993723
1759;6977,836084212844;8519,368197616506;2679,369555907367;5749,175061149515;2127,4798971993723;2627,4798971993723
1760;7383,925192084586;8518,932479260837;4916,399870769512;5748,472343493068;2627,4798971993723;2627,4798971993723
1761;7956,009083761946;8518,767499254893;6745,357220002055;5746,407989147137;2627,4798971993723;2627,4798971993723
1762;8299,524827598478;8518,464288969368;8059,519098225568;5746,394615105397;2627,4798971993723;2627,4798971993723
1763;8489,730524100622;8518,253625910127;8778,7194767651;5745,20635252935;2627,4798971993723;2627,4798971993723
1764;8523,751718753178;8517,922506609568;8883,334697308303;5742,459274162038;2627,4798971993723;2627,4798971993723
1765;8399,363078260281;8516,492741565216;8374,258861964607;5739,841192020649;2627,4798971993723;2627,4798971993723
1766;8506,144557078616;8516,404483796252;7271,983600494737;5739,231853650913;2627,4798971993723;2627,4798971993723
1767;8560,463790408712;8516,252716127085;5623,3518315529245;5736,432854840034;2627,4798971993723;2627,4798971993723
1768;8555,217158580639;8515,466073444035;3525,113023778731;5733,662866530019;2627,4798971993723;2627,4798971993723
1769;8560,862135946662;8514,854285655349;1237,1927626774323;5732,268409359446;2627,4798971993723;2627,4798971993723
1770;8426,038330171232;8514,704431990986;0,0;5725,395874863441;2169,6490389787637;2627,4798971993723
1771;8113,445240209655;8514,669779359489;0,0;5722,54437759733;2169,6490389787637;2627,4798971993723
1772;8005,40448562425;8514,367964237457;0,0;5721,367674380031;1779,798965399004;2627,4798971993723
1773;7916,203222411533;8514,018304830595;0,0;5711,224063575424;1279,798965399004;2627,4798971993723
1774;7793,200042765906;8513,944098605407;0,0;5708,00723932156;779,7989653990039;2627,4798971993723
1775;7524,178949030834;8513,893531143141;0,0;5702,541426338813;279,7989653990039;2627,4798971993723
1776;7274,038340153599;8513,809620974764;0,0;5700,670172379682;0,0;2627,4798971993723
1777;6954,292052012275;8513,786650987282;0,0;5697,084051841778;0,0;2627,4798971993723
1778;6696,816043127575;8513,699151527915;0,0;5696,939441244507;0,0;2627,4798971993723
1779;6526,5651974271705;8513,500464076706;0,0;5688,0634242323285;181,74152792685481;2627,4798971993723
1780;6396,446239049411;8513,423011320714;0,0;5687,826207642045;681,7415279268548;2627,4798971993723
1781;6335,418785201209;8512,894024527151;0,0;5684,993130606563;1181,7415279268548;2627,4798971993723
1782;6374,99552305714;8512,597630437504;397,33755362291913;5684,96157297992;1681,7415279268548;2627,4798971993723
1783;6556,535376582692;8512,424371211222;2790,808215781706;5682,64426627799;2181,741527926855;2627,4798971993723
1784;6761,40273309366;8512,277605028528;5086,720376187553;5682,317197562404;2627,4798971993723;2627,4798971993723
1785;7221,105709233553;8511,783464900518;6909,6622459922555;5679,994395517248;2627,4798971993723;2627,4798971993723
1786;7609,773711253998;8511,137269671199;8194,804887739376;5679,75750250963;2627,4798971993723;2627,4798971993723
1787;7867,442957418961;8510,944690527995;8893,510627613781;5679,141420780311;2627,4798971993723;2627,4798971993723
1788;7929,448532944614;8510,472187206658;8994,137162254725;5677,819331975942;2627,4798971993723;2627,4798971993723
1789;7829,027207868662;8510,404738257404;8455,170312479559;5676,473680796814;2627,4798971993723;2627,4798971993723
1790;7799,048449863493;8509,579292527587;7325,659718896034;5675,985657280984;2627,4798971993723;2627,4798971993723
